Committee ID,Committee FEC Name,Associated candidate and district,112th-118th Congress: Number of Life at Conception cosponsorships,Life at Conception 118th Congress cosponsor,Life at Conception 117th Congress cosponsor,Life at Conception 116th Congress cosponsor,Life at Conception 115th Congress cosponsor,Life at Conception 114th Congress cosponsor,Life at Conception 113th Congress cosponsor,Life at Conception 112th Congress cosponsor,Voted against certifying 2020 election,RSC Member,Voted to repeal ACA (American Health Care Act),PACT Act,Mifepristone amicus brief,Election overturn amicus brief,Voted against Bipartisan Infrastructure Law,Voted against the PRO Act,Voted for Tax Cuts and Jobs Act,Voted against Inflation Reduction Act
C00568089,STAND PAC,Barry Loudermilk (GA-11),3,1,1,,,1,,,1,1,1,1,1,1,1,1,1,1
C00543892,LOUDERMILK FOR CONGRESS,Barry Loudermilk (GA-11),3,1,1,,,1,,,1,1,1,1,1,1,1,1,1,1
C00470948,RAUL LABRADOR FOR IDAHO,Raul Labrador (former ID-01),4,,,,1,1,1,1,,,1,,,,,,1,
C00819425,OLD BREED PAC,Richard McCormick (GA-06),1,1,,,,,,,,1,,,1,,,,,
C00706747,FRIENDS OF MCCORMICK,Richard McCormick (GA-06),1,1,,,,,,,,1,,,1,,,,,
C00775106,MCCORMICK FOR GA-06,Richard McCormick (GA-06),1,1,,,,,,,,1,,,1,,,,,
C00500793,WELLS PAC,Austin Scott (GA-08),6,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1
C00482737,AUSTIN SCOTT FOR CONGRESS INC,Austin Scott (GA-08),6,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1
C00387126,WESTMORELAND FOR CONGRES,Lynn Westmoreland (former GA-03),1,,,,,,1,,,,,,,,,,,
C00411579,ACTON PAC,Lynn Westmoreland (former GA-03),1,,,,,,1,,,,,,,,,,,
C00482307,ROB WOODALL FOR CONGRESS,Rob Woodall (GA),0,,,,,,,,,,1,,,,,,1,
C00569558,REBUILDING AMERICAS TRUST PAC,Rob Woodall (GA),0,,,,,,,,,,1,,,,,,1,
C00461996,SAWTOOTH POLITICAL ACTION COMMITTEE (SAWTOOTH PAC),Michael Simpson (R-ID),2,1,1,,,,,,,,1,1,,1,1,1,1,1
C00331397,SIMPSON FOR CONGRESS,Michael Simpson (R-ID),2,1,1,,,,,,,,1,1,,1,1,1,1,1
C00729897,GEM STATE PAC,Russ Fulcher (ID-01),2,,1,1,,,,,1,1,,1,1,1,1,1,,1
C00648295,RUSS FULCHER FOR IDAHO,Russ Fulcher (ID-01),2,,1,1,,,,,1,1,,1,1,1,1,1,,1
C00629832,BUILDING OPPORTUNITIES FOR A STRONGER TOMORROW B.O.S.T. PAC,Mike Bost (IL-12),3,1,1,1,,,,,1,1,1,,1,1,1,1,1,1
C00546499,MIKE BOST FOR CONGRESS COMMITTEE,Mike Bost (IL-12),3,1,1,1,,,,,1,1,1,,1,1,1,1,1,1
C00467522,RANDY HULTGREN FOR CONGRESS,Randy Hultgren (IL-14),4,,,,1,1,1,1,,,1,,,,,,1,
C00615351,REAGAN HERITAGE PAC,Randy Hultgren (IL-14),4,,,,1,1,1,1,,,1,,,,,,1,
C00631051,ABRAHAM LINCOLN PAC,Darin LaHood (IL-16),5,1,1,1,1,1,,,,1,1,1,,1,1,1,1,1
C00575050,LAHOOD FOR CONGRESS,Darin LaHood (IL-16),5,1,1,1,1,1,,,,1,1,1,,1,1,1,1,1
C00405431,DAN LIPINSKI FOR CONGRESS,Daniel Lipinski (former IL-13),1,,,1,,,,,,,,,,,,,,
C00486860,MIDDLE CLASS AMERICA PAC,Daniel Lipinski (former IL-13),1,,,1,,,,,,,,,,,,,,
C00573493,RESTORING OUR DEMOCRACY (ROD PAC),Rodney Davis (former IL-13),0,,,,,,,,,,1,,,,1,1,1,1
C00521948,RODNEY FOR CONGRESS,Rodney Davis (former IL-13),0,,,,,,,,,,1,,,,1,1,1,1
C00771113,COUNTRY FIRST,Adam Kinzinger (IL),1,,,,,,,1,,,1,,,,,1,1,1
C00522425,FUTURE FIRST LEADERSHIP PAC,Adam Kinzinger (IL),1,,,,,,,1,,,1,,,,,1,1,1
C00458877,KINZINGER FOR CONGRESS,Adam Kinzinger (IL),1,,,,,,,1,,,1,,,,,1,1,1
C00252973,DONALD A. MANZULLO FOR CONGRESS,Donald Manzullo (former IL-16),1,,,,,,,1,,,,,,,,,,
C00805671,FAITH IN AMERICA PAC,Mary Miller (IL-15),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00723916,MARY MILLER FOR CONGRESS,Mary Miller (IL-15),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00410969,ROSKAM FOR CONGRESS COMMITTEE,Peter Roskam (IL),0,,,,,,,,,,1,,,,,,1,
C00451294,REPUBLICAN OPERATION TO SECURE AND KEEP A MAJORITY,Peter Roskam (IL),0,,,,,,,,,,1,,,,,,1,
C00258855,VOLUNTEERS FOR SHIMKUS,John Shimkus (IL-15),5,,,1,1,1,1,1,,,1,,,,,,1,
C00390831,JOHN S FUND,John Shimkus (IL-15),5,,,1,1,1,1,1,,,1,,,,,,1,
C00473579,"JOE WALSH FOR CONGRESS COMMITTEE, INC.",Joe Walsh (former IL-08),1,,,,,,,1,,,,,,,,,,
C00662940,ELECT JIM BAIRD FOR CONGRESS,Jim Baird (IN-04),3,1,1,1,,,,,1,1,,,1,1,1,1,,1
C00493221,THE GUARDIAN FUND,Jim Banks (IN-03),4,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1
C00577999,"JIM BANKS FOR CONGRESS, INC.",Jim Banks (IN-03),4,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1
C00832469,BUILDING A NATIONAL KNOWLEDGEABLE SECURITY PAC,Jim Banks (IN-03),4,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1
C00564385,SUPPORTING UNITED STATES OF AMERICA'S NEXT LEADERS PAC (SUSAN PAC),Susan Brooks (former IN-05),,,,,,,,,,,,,,,,,1,
C00500207,FRIENDS OF SUSAN BROOKS,Susan Brooks (former IN-05),,,,,,,,,,,,,,,,,1,
C00523381,HEARTDOCPAC,Larry Bucshon (IN-08),7,1,1,1,1,1,1,1,,1,1,,,,1,1,1,1
C00468256,BUCSHON FOR CONGRESS,Larry Bucshon (IN-08),7,1,1,1,1,1,1,1,,1,1,,,,1,1,1,1
C00338848,HOOSIER PAC,Dan Burton (former IN-05),1,,,,,,,1,,,,,,,,,,
C00145862,DAN BURTON FOR CONGRESS COMMITTEE,Dan Burton (former IN-05),1,,,,,,,1,,,,,,,,,,
C00700120,BE OF GOOD CHEER PAC,Trey Hollingsworth (IN-09),3,,1,1,1,,,,,,1,1,,1,1,1,1,1
C00590463,TREY FOR CONGRESS,Trey Hollingsworth (IN-09),3,,1,1,1,,,,,,1,1,,1,1,1,1,1
C00816389,ELECTING REPUBLICANS INDIANA PAC,Erin Houchin (IN-09),0,,,,,,,,,1,,,1,,,,,
C00800649,HOUCHIN FOR CONGRESS,Erin Houchin (IN-09),0,,,,,,,,,1,,,1,,,,,
C00460667,LUKE MESSER FOR CONGRESS,Luke Messer (former IN-06),1,,,,1,,,,,,1,,,,,,1,
C00562256,PARAGRAPH TWO PAC,Luke Messer (former IN-06),1,,,,1,,,,,,1,,,,,,1,
C00680322,MUSTANG PAC,Greg Pence (IN-06),3,1,1,1,,,,,1,1,,1,,1,1,1,,
C00658401,GREG PENCE FOR CONGRESS,Greg Pence (IN-06),3,1,1,1,,,,,1,1,,1,,1,1,1,,
C00350397,MIKE PENCE COMMITTEE,Mike Pence (former IN-06),1,,,,,,,1,,,,,,,,,,
C00383927,WIN BACK AMERICA POLITICAL ACTION COMMITTEE,Mike Pence (former IN-06),1,,,,,,,1,,,,,,,,,,
C00476192,"HOOSIERS FOR ROKITA, INC.",Todd Rokita (former IN-04),3,,,,1,1,,1,,,1,,,,,,1,
C00512855,THE FUND FOR AMERICAN EXCEPTIONALISM,Todd Rokita (former IN-04),3,,,,1,1,,1,,,1,,,,,,1,
C00484683,STUTZMAN FOR CONGRESS,Marlin Stutzman (former IN-03),1,,,,,1,,,,,,,,,,,,
C00838128,MAKING AMERICA RESTORE LEADERSHIP & INDEPENDENCE NOW POLITICAL ACTION COMMITTEE,Marlin Stutzman (former IN-03),1,,,,,1,,,,,,,,,,,,
C00764134,FREE MARKET FUND,Victoria Spartz (IN-05),2,1,1,,,,,,,1,,,,,1,1,,1
C00737767,VICTORIA SPARTZ FOR CONGRESS,Victoria Spartz (IN-05),2,1,1,,,,,,,1,,,,,1,1,,1
C00823351,REPUBLICANS UNITED TO DEFEND YOU PAC (RUDY PAC),Rudy Yakym (IN-02),1,1,,,,,,,,1,,,1,,,,,
C00822767,RUDY FOR INDIANA,Rudy Yakym (IN-02),1,1,,,,,,,,1,,,1,,,,,
C00543926,BLUM FOR CONGRESS,Rod Blum (former IA-01),2,,,,1,1,,,,,1,,,,,,1,
C00756825,DELIVERS PAC,Randy Feenstra (IA-04),2,1,1,,,,,,,1,,,1,,1,1,,1
C00693663,FEENSTRA FOR CONGRESS,Randy Feenstra (IA-04),2,1,1,,,,,,,1,,,1,,1,1,,1
C00762328,FIGHT ON PAC,Ashley Hinson (IA-02),2,1,1,,,,,,,1,,,1,,1,1,,1
C00831008,FIGHT ON IA,Ashley Hinson (IA-02),2,1,1,,,,,,,1,,,1,,1,1,,1
C00706267,ASHLEY HINSON FOR CONGRESS,Ashley Hinson (IA-02),2,1,1,,,,,,,1,,,1,,1,1,,1
C00287045,IOWANS FOR LATHAM,Tom Latham (former IA-03),1,,,,,,1,,,,,,,,,,,
C00409672,FOR AMERICAS REPUBLICAN MAJORITY PAC (FARM PAC),Tom Latham (former IA-03),1,,,,,,1,,,,,,,,,,,
C00770255,SIX POLITICAL ACTION COMMITTEE,Mariannette Miller-Meeks (IA-01),1,,1,,,,,,,,,,,,1,1,,1
C00558825,MILLER-MEEKS FOR CONGRESS,Mariannette Miller-Meeks (IA-01),1,,1,,,,,,,,,,,,1,1,,1
C00818740,CALL TO SERVICE PAC,Zach Nunn (IA-03),0,,,,,,,,,1,,,,,,,,
C00784389,IOWANS FOR ZACH NUNN,Zach Nunn (IA-03),0,,,,,,,,,1,,,,,,,,
C00775122,NUNN FOR IA-03,Zach Nunn (IA-03),0,,,,,,,,,1,,,,,,,,
C00729939,BULLDOG VICTORY PAC,David Young (former IA-03),2,,,,1,1,,,,,1,,,,,,1,
C00545616,"YOUNG FOR IOWA, INC.",David Young (former IA-03),2,,,,1,1,,,,,1,,,,,,1,
C00702589,YOUNG FOR IA-03,David Young (former IA-03),2,,,,1,1,,,,,1,,,,,,1,
C00582726,JUMP INTO ACTION FOR CONSERVATIVES TO KEEP OUR IDEAS ELEVATED PAC,Jackie Walorski (former IN-02),1,,,1,,,,,1,,1,,,1,1,1,1,
C00468579,WALORSKI FOR CONGRESS INC,Jackie Walorski (former IN-02),1,,,1,,,,,1,,1,,,1,1,1,1,
C00428839,CONSERVATIVE PRINCIPLES PAC,Steve King (Former IA-04),5,,,1,1,1,1,1,,,1,,,1,,,1,
C00373563,KING FOR CONGRESS,Steve King (Former IA-04),5,,,1,1,1,1,1,,,1,,,1,,,1,
C00649525,RESTORING OUR NATION (RON) PAC,Ron Estes (KS-04),3,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1
C00632067,RON ESTES FOR CONGRESS,Ron Estes (KS-04),3,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1
C00413096,KANSANS FOR HUELSKAMP,Tim Huelskamp (former KS-01),3,,,,,1,1,1,,,,,,,,,,
C00524033,AMERICAN FREEDOM PAC,Tim Huelskamp (former KS-01),3,,,,,1,1,1,,,,,,,,,,
C00433730,LYNN JENKINS FOR CONGRESS,Lynn Jenkins (KS),0,,,,,,,,,,1,,,,,,1,
C00491043,LEAD YOUR NATION NOW PAC (LYNN PAC),Lynn Jenkins (KS),0,,,,,,,,,,1,,,,,,1,
C00773234,KANSAS VICTORY PAC,Jacob LaTurner (KS-02),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00718346,KANSANS FOR LATURNER,Jacob LaTurner (KS-02),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00758433,GREAT PLAINS PAC,Tracey Mann (KS-01),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00460659,MANN FOR CONGRESS,Tracey Mann (KS-01),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00576173,KANSANS FOR MARSHALL,Roger Marshall (former KS-01),2,,,1,1,,,,,,1,,,1,,,1,
C00660050,COMMITTEE TO RE-ELECT STEVE WATKINS,Steve Watkins (former KS-02),1,,,1,,,,,,,,,,,,,,
C00727305,RACE PAC,Steve Watkins (former KS-02),1,,,1,,,,,,,,,,,,,,
C00472365,"YODER FOR CONGRESS, INC",Kevin Yoder (KS),0,,,,,,,,,,1,,,,,,1,
C00497305,YOPAC,Kevin Yoder (KS),0,,,,,,,,,,1,,,,,,1,
C00460402,"POMPEO FOR KANSAS, INC.",Mike Pompeo (former KS-04),3,,,,,1,1,1,,,,,,,,,,
C00588764,COMER FOR CONGRESS,James Comer (KY-01),4,1,1,1,1,,,,,1,1,1,,,1,1,1,1
C00650853,"CREATING OPPORTUNITIES, MARKETS AND ENTHUSIASM IN RURAL KENTUCKY PAC",James Comer (KY-01),4,1,1,1,1,,,,,1,1,1,,,1,1,1,1
C00483487,BRETTPAC - THE LEADERSHIP PAC OF US REPRESENTATIVE BRETT GUTHRIE,Brett Guthrie (KY-02),7,1,1,1,1,1,1,1,,1,1,,,,1,1,1,1
C00445023,GUTHRIE FOR CONGRESS,Brett Guthrie (KY-02),7,1,1,1,1,1,1,1,,1,1,,,,1,1,1,1
C00572271,BUILDING AMERICA'S REPUBLICAN REPRESENTATION PAC,Andy Barr (KY-06),5,,1,1,1,1,1,,,1,1,,,,1,1,1,1
C00467571,"ANDY BARR FOR CONGRESS, INC.",Andy Barr (KY-06),5,,1,1,1,1,1,,,1,1,,,,1,1,1,1
C00369470,GEOFF DAVIS FOR CONGRESS,Geoff Davis (former KY-04),1,,,,,,,1,,,,,,,,,,
C00448787,RANGER POLITICAL ACTION COMMITTEE A.K.A. RANGER PAC,Geoff Davis (former KY-04),1,,,,,,,1,,,,,,,,,,
C00376038,HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE (HALPAC),Harold Rogers (KY-05),4,,1,,1,1,,1,1,,1,,,,1,1,1,1
C00116632,HAL ROGERS FOR CONGRESS,Harold Rogers (KY-05),4,,1,,1,1,,1,1,,1,,,,1,1,1,1
C00563429,MAKING A SENSIBLE SHIFT IN ELECTIONS (MASSIE PAC),Thomas Massie (KY-04),6,1,1,1,1,1,1,,,,,,,,1,1,1,1
C00509729,THOMAS MASSIE FOR CONGRESS,Thomas Massie (KY-04),6,1,1,1,1,1,1,,,,,,,,1,1,1,1
C00376749,RODNEY ALEXANDER FOR CONGRESS INC.,Rodney Alexander (former LA-05),2,,,,,,1,1,,,,,,,,,,
C00458307,RESTORE OUR DEMOCRACY PAC,Rodney Alexander (former LA-05),2,,,,,,1,1,,,,,,,,,,
C00563940,RALPH ABRAHAM FOR CONGRESS,Ralph Lee Abraham (former LA-05),3,,,1,1,1,,,,,1,,,1,,,1,
C00571422,AMERICA'S COMMITTEE FOR EXCELLENCE POLITICAL ACTION COMMITTEE (ACEPAC),Ralph Lee Abraham (former LA-05),3,,,1,1,1,,,,,1,,,1,,,1,
C00394866,"CHARLES BOUSTANY JR. MD FOR CONGRESS, INC.",Charles Boustany (former LA-03),3,,,,,1,1,1,,,,,,,,,,
C00328468,THE COMMITTEE FOR THE PRESERVATION OF CAPITALISM,Charles Boustany (former LA-03),3,,,,,1,1,1,,,,,,,,,,
C00445015,FLEMING FOR CONGRESS,John Fleming (former LA-04),3,,,,,1,1,1,,,,,,,,,,
C00466904,LOUISIANA VALUES PAC,John Fleming (former LA-04),3,,,,,1,1,1,,,,,,,,,,
C00635557,DO RIGHT BAYOU PAC,Garret Graves (LA-06),5,1,1,1,1,1,,,1,1,1,,1,,1,1,1,1
C00558486,GARRET GRAVES FOR CONGRESS,Garret Graves (LA-06),5,1,1,1,1,1,,,1,1,1,,1,,1,1,1,1
C00652305,REDEMPTION PAC,Clay Higgins (LA-03),4,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1
C00617662,CAPTAIN HIGGINS FOR CONGRESS,Clay Higgins (LA-03),4,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1
C00472712,LANDRY FOR LOUISIANA,Jeffrey Landry (former LA-03),1,,,,,,,1,,,,,,,,,,
C00491985,CAJUN POLITICAL ACTION COMMITTEE (CAJUNPAC),Jeffrey Landry (former LA-03),1,,,,,,,1,,,,,,,,,,
C00549352,COMMITTEE TO ELECT VANCE MCALLISTER,Vance McAllister (former LA-05),1,,,,,,1,,,,,,,,,,,
C00555086,MAKING ACTIONS COUNT POLITICAL ACTION COMMITTEE (MACPAC),Vance McAllister (former LA-05),1,,,,,,1,,,,,,,,,,,
C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,Steve Scalise (LA-01),2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
C00394957,SCALISE FOR CONGRESS,Steve Scalise (LA-01),2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
C00764761,START RISING PAC,Julia Letlow (LA-05),0,,,,,,,,,1,,,,,1,,,1
C00766428,JULIA LETLOW FOR CONGRESS,Julia Letlow (LA-05),0,,,,,,,,,1,,,,,1,,,1
C00492819,CHESAPEAKE FREEDOM PAC,Andy Harris (MD-01),7,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
C00435974,ANDY HARRIS FOR CONGRESS,Andy Harris (MD-01),7,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
C00817775,PINE TREES PAC,Bruce Poliquin (former ME-02),0,,,,,,,,,,1,,,,,,1,
C00788968,BRUCE POLIQUIN FOR CONGRESS,Bruce Poliquin (former ME-02),0,,,,,,,,,,1,,,,,,1,
C00775296,POLIQUIN FOR ME-02,Bruce Poliquin (former ME-02),0,,,,,,,,,,1,,,,,,1,
C00525717,JUSTICE UNITY SPONTANEITY TRUTH INDEPENDENCE NOMOS POLITICAL ACTION COMMITTEE,Amash (MI),0,,,,,,,,,,1,,,,,,1,
C00476291,JUSTIN AMASH FOR CONGRESS,Amash (MI),0,,,,,,,,,,1,,,,,,1,
C00614214,BERGMANFORCONGRESS,Jack Bergman (MI-01),4,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1
C00636837,STAR PAC,Jack Bergman (MI-01),4,1,1,1,1,,,,1,1,1,,1,1,1,1,1,1
C00476325,"BENISHEK FOR CONGRESS, INC.",Dan Benishek (former MI-01),3,,,,,1,1,1,,,,,,,,,,
C00495317,MICHIGAN FIRST PAC,Dan Benishek (former MI-01),3,,,,,1,1,1,,,,,,,,,,
C00656033,BENTIVOLIO FOR CONGRESS,Kerry Bentivolio (former MI-11),1,,,,,,1,,,,,,,,,,,
C00561001,MIKE BISHOP FOR CONGRESS,Mike Bishop (MI-08),2,,,,1,1,,,,,1,,,,,,1,
C00627398,MAKING BOLD INITIATIVES + SOLUTIONS TO HELP AMERICA (M-BISH PAC),Mike Bishop (MI-08),2,,,,1,1,,,,,1,,,,,,1,
C00347476,DAVE CAMP FOR CONGRES,Dave Camp (former MI-04),1,,,,,,1,,,,,,,,,,,
C00350462,CONTINUING A MAJORITY PARTY ACTION COMMITTEE (CAMPAC),Dave Camp (former MI-04),1,,,,,,1,,,,,,,,,,,
C00503151,UPPER HAND FUND,Bill Huizenga (MI-02),7,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1
C00459297,HUIZENGA FOR CONGRESS,Bill Huizenga (MI-02),7,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1
C00774588,MISSION FIRST PEOPLE ALWAYS PAC,John James (MI-10),0,,,,,,,,,1,,,,,,,,
C00803502,"JOHN JAMES FOR CONGRESS, INC",John James (MI-10),0,,,,,,,,,1,,,,,,,,
C00798694,JAMES FOR MI-10,John James (MI-10),0,,,,,,,,,1,,,,,,,,
C00365841,MCCOTTER CONGRESSIONAL COMMITTEE,Thaddeus McCotter (former MI-11),1,,,,,,,1,,,,,,,,,,
C00440024,CHAMPIONS OF AMERICAN FREEDOM PAC (CAFPAC),Thaddeus McCotter (former MI-11),1,,,,,,,1,,,,,,,,,,
C00764886,MICHIGAN VALUES PAC,Lisa McClain (MI-09),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00726042,LISA MCCLAIN FOR CONGRESS,Lisa McClain (MI-09),2,1,1,,,,,,1,1,,1,1,,1,1,,1
C00581090,FRIENDS OF PAUL MITCHELL,Paul Mitchell (former MI-10),2,,,1,1,,,,,,1,,,,,,1,
C00649434,REPUBLICANS PRESERVING OUR MAJORITY PAC,Paul Mitchell (former MI-10),2,,,1,1,,,,,,1,,,,,,1,
C00813287,CANDICE J. MILLER FOR CONGRESS,Candice Miller (former MI-10),3,,,,,1,1,1,,,,,,,,,,
C00488155,CONSERVATIVE AMERICAN NETWORK DELIVERING INCREASED CONGRESSIONAL EXCELLENCE (CANDICE-PAC),Candice Miller (former MI-10),3,,,,,1,1,1,,,,,,,,,,
C00583526,"TOGETHER UNITED FOR LIBERTY, INTEGRITY AND PROSPERITY PAC (TULIP PAC)",John Moolenaar (MI-02),5,1,1,1,1,1,,,,1,1,,1,1,1,1,1,1
C00561530,MOOLENAAR FOR CONGRESS,John Moolenaar (MI-02),5,1,1,1,1,1,,,,1,1,,1,1,1,1,1,1
C00773853,GINGER PAC,Peter Meijer (MI-03),1,,1,,,,,,,,,,,,1,1,,1
C00710962,PETER MEIJER FOR CONGRESS,Peter Meijer (MI-03),1,,1,,,,,,,,,,,,1,1,,1
C00343863,ROGERS FOR CONGRESS,Mike Rogers (former MI-08),1,,,,,,1,,,,,,,,,,,
C00370791,MAJORITY INITIATIVE TO KEEP ELECTING REPUBLICANS FUND A.K.A MIKE R FUND,Mike Rogers (former MI-08),1,,,,,,1,,,,,,,,,,,
C00548941,"TROTT FOR CONGRESS, INC.",David Trott (former MI-11),1,,,,,1,,,,,1,,,,,,1,
C00570887,TO REPUBLICANS OWNING THIS TOWN IN EVERY RACE PAC TROTTER PAC,David Trott (former MI-11),1,,,,,1,,,,,1,,,,,,1,
C00330720,TRUST PAC TEAM REPUBLICANS FOR UTILIZING SENSIBLE TACTICS,Upton (MI),0,,,,,,,,,,1,,,,,1,1,1
C00200584,UPTON FOR ALL OF US,Upton (MI),0,,,,,,,,,,1,,,,,1,1,1
C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS (EMMER PAC),Tom Emmer (MN-06),4,,1,1,1,1,,,,1,1,1,,1,1,1,1,1
C00545749,EMMER FOR CONGRESS,Tom Emmer (MN-06),4,,1,1,1,1,,,,1,1,1,,1,1,1,1,1
C00326629,KLINE FOR CONGRESS,John Kline (former MN-02),3,,,,,1,1,1,,,1,,,,,,,
C00437061,FREEDOM AND SECURITY PAC,John Kline (former MN-02),3,,,,,1,1,1,,,1,,,,,,,
C00631994,JUST LEAD PAC,Lewis (MN),0,,,,,,,,,,1,,,,,,1,
C00589234,"JASON LEWIS FOR CONGRESS, INC.",Lewis (MN),0,,,,,,,,,,1,,,,,,1,
C00498360,TRUTH IS MARKETS WORK FUND A/K/A TIM W FUND,Tim Walberg (MI-05),2,,,,,,1,1,1,1,1,,1,1,1,1,1,1
C00390724,WALBERG FOR CONGRESS,Tim Walberg (MI-05),2,,,,,,1,1,1,1,1,,1,1,1,1,1,1
C00486738,MANY INDIVIDUAL CONSERVATIVES HELPING ELECT LEADERS EVERYWHERE (MICHELEPAC),Michele Bachmann (former MN-06),2,,,,,,1,1,,,,,,,,,,
C00410118,BACHMANN FOR CONGRESS,Michele Bachmann (former MN-06),2,,,,,,1,1,,,,,,,,,,
C00475632,CRAVAACK FOR CONGRESS CAMPAIGN COMMITTEE,Chip Cravaack (former MN-08),1,,,,,,,1,,,,,,,,,,
C00818542,FIELD OF DREAMS PAC,Brad Finstad (MN-01),1,1,,,,,,,,1,,,1,,,,,1
C00807743,FINSTAD FOR CONGRESS,Brad Finstad (MN-01),1,1,,,,,,,,1,,,1,,,,,1
C00758813,MNM PAC,Michelle Fischbach (MN-07),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00717959,FISCHBACH FOR CONGRESS,Michelle Fischbach (MN-07),2,1,1,,,,,,1,1,,,1,,1,1,,1
C00484667,ICE PAC,Erik Paulsen (former MN-03),,,,,,,,,,,,,,,,,1,
C00439661,FRIENDS OF ERIK PAULSEN,Erik Paulsen (former MN-03),,,,,,,,,,,,,,,,,1,
C00253187,BUFFALO RIVER POLITICAL ACTION COMMITTEE,Collin Peterson (former MN-07 Democrat),4,,,1,1,1,1,,,,,,,,,,,
C00431197,VALLEY POLITICAL ACTION COMMITTEE,Collin Peterson (former MN-07 Democrat),4,,,1,1,1,1,,,,,,,,,,,
C00253187,PETERSON FOR CONGRESS,Collin Peterson (former MN-07 Democrat),4,,,1,1,1,1,,,,,,,,,,,
C00698092,LET'S ALL KEEP ELECTING REPUBLICANS PAC,Pete Stauber (MN-08),3,1,1,1,,,,,,1,,,1,1,1,1,,1
C00650697,PETE STAUBER FOR CONGRESS,Pete Stauber (MN-08),3,1,1,1,,,,,,1,,,1,1,1,1,,1
C00832808,NEW SHERIFF PAC,Mike Ezell (MS-04),1,1,,,,,,,,1,,,1,,,,,
C00776393,COMMITTEE TO ELECT MIKE EZELL,Mike Ezell (MS-04),1,1,,,,,,,,1,,,1,,,,,
C00550707,FRIENDS OF HAGEDORN,Jim Hagedorn (former MN-01),2,,1,1,,,,,1,,,,,1,1,1,,
C00706085,MAGADORN PAC,Jim Hagedorn (former MN-01),2,,1,1,,,,,1,,,,,1,1,1,,
C00689893,GUEST PAC,Michael Guest (MS-03),3,1,1,1,,,,,1,1,,1,1,1,1,1,,1
C00665752,FRIENDS OF MICHAEL GUEST,Michael Guest (MS-03),3,1,1,1,,,,,1,1,,1,1,1,1,1,,1
C00441295,GREGG HARPER FOR CONGRESS,Gregg Harper (former MS-03),4,,,,1,1,1,1,,,1,,,,,,1,
C00455980,GREGGPAC,Gregg Harper (former MS-03),4,,,,1,1,1,1,,,1,,,,,,1,
C00778308,SOUTHERN STATES PAC,Trent Kelly (MS-01),5,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1
C00573980,KELLY FOR CONGRESS,Trent Kelly (MS-01),5,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1
C00495150,AMERICAN LIBERTY AND NATION PAC (ALAN PAC),Alan Nunnelee (former MS-01),2,,,,,,1,1,,,,,,,,,,
C00464487,NUNNELEE FOR CONGRESS,Alan Nunnelee (former MS-01),2,,,,,,1,1,,,,,,,,,,
C00823914,EVER RELENTLESS IN CONSERVATISM,Eric Burlison (MO-07),1,1,,,,,,,,1,,,1,,,,,
C00788414,ERIC BURLISON FOR CONGRESS,Eric Burlison (MO-07),1,1,,,,,,,,1,,,1,,,,,
C00522318,PATRIOT POLITICAL ACTION COMMITTEE,Steven Palazzo (MS-04),6,,1,1,1,1,1,1,1,,1,,,1,1,1,1,1
C00477323,PALAZZO FOR CONGRESS,Steven Palazzo (MS-04),6,,1,1,1,1,1,1,1,,1,,,1,1,1,1,1
C00343475,TODD AKIN FOR CONGRESS,Todd Akin (former MO-02),1,,,,,,,1,,,,,,,,,,
C00343475,TODD AKIN FOR SENATE,Todd Akin (former MO-02),1,,,,,,,1,,,,,,,,,,
C00481242,TAKIN BACK AMERICA,Todd Akin (former MO-02),1,,,,,,,1,,,,,,,,,,
C00410621,SHOW-ME POLITICAL ACTION COMMITTEE,Sam Graves (MO-06),7,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1
